#
#
#
#
#
#
#
#
#
#
5	17	515.673		1.493
5	18	412.677		2.052
5	19	523.493		1.815
5	20	662.573		4.088
5	21	535.484		4.174
5	22	424.271		6.838
5	23	519.437		3.163
5	24	606.711		10.976
6	0	460.252		2.796
6	1	464.505		1.397
6	2	402.884		2.053
6	3	614.709		1.347
6	4	514.978		4.209
6	5	631.214		1.499
6	6	564.525		1.551
6	7	512.042		1.354
6	8	518.229		1.226
6	9	516.691		1.664
6	10	535.668		1.504
6	11	619.762		1.243
6	12	476.441		0.546
6	13	450.119		1.645
6	14	631.872		1.263
6	15	672.622		1.797
6	16	272.037		2.652
6	17	342.115		12.256
6	18	402.866		3.578
6	19	448.046		1.707
6	20	786.196		2.739
6	21	612.495		4.739
6	22	689.751		4.765
6	23	433.547		4.260
6	24	450.035		3.012
7	0	575.118		1.567
7	1	436.154		2.946
7	2	442.719		6.117
7	3	446.862		2.029
7	4	0.000		0.000
7	5	695.065		1.516
7	6	580.056		1.421
7	7	673.385		5.154
7	8	505.770		1.396
7	9	663.345		1.289
7	10	602.482		2.261
7	11	472.880		2.001
7	12	536.055		1.577
7	13	561.025		1.692
7	14	542.323		2.423
7	15	723.170		1.794
7	16	406.843		1.465
7	17	749.885		3.044
7	18	427.589		1.529
7	19	517.829		1.207
7	20	616.788		3.839
7	21	495.577		4.263
7	22	579.584		15.622
7	23	629.406		5.137
7	24	583.073		24.256
8	0	449.596		1.938
8	1	519.402		1.523
8	2	241.308		7.146
8	3	565.901		1.851
8	4	706.128		13.346
8	5	477.359		1.250
8	6	652.082		1.241
8	7	685.540		1.313
8	8	470.988		1.569
8	9	600.365		1.461
8	10	502.049		1.530
8	11	412.443		1.277
8	12	693.436		0.608
8	13	606.384		1.240
8	14	475.054		1.265
8	15	632.765		1.712
8	16	594.131		1.700
8	17	535.588		1.471
8	18	472.659		3.102
8	19	399.570		1.713
8	20	595.253		2.584
8	21	551.572		3.151
8	22	455.035		3.116
8	23	443.193		2.748
8	24	527.740		2.175
9	0	702.809		2.307
9	1	300.596		13.325
9	2	680.695		1.746
9	3	597.626		1.460
9	4	407.424		2.099
9	5	436.731		2.118
9	6	422.837		1.615
9	7	710.143		1.502
9	8	651.612		1.233
9	9	456.025		1.999
9	10	645.173		2.076
9	11	421.755		2.854
9	12	728.510		0.900
9	13	555.597		1.640
9	14	555.613		2.032
9	15	602.837		1.813
9	16	620.795		1.641
9	17	623.150		1.357
9	18	421.531		1.538
9	19	567.134		1.883
9	20	572.596		13.034
9	21	617.826		9.109
9	22	697.328		9.792
9	23	394.402		8.140
9	24	492.733		4.047
10	0	530.120		1.801
10	1	628.991		1.398
10	2	462.741		1.465
10	3	380.287		2.004
10	4	723.256		1.565
10	5	496.459		2.466
10	6	447.204		1.401
10	7	418.761		1.891
10	8	397.281		1.643
10	9	456.304		1.836
10	10	478.695		1.641
10	11	411.065		1.209
10	12	285.343		1.930
10	13	370.670		2.715
10	14	424.546		1.654
10	15	575.863		2.211
10	16	435.514		2.090
10	17	422.498		1.787
10	18	343.986		1.770
10	19	449.883		1.754
10	20	698.162		4.224
10	21	476.761		4.215
10	22	798.679		2.624
10	23	391.437		3.445
10	24	365.845		4.631
11	0	616.078		1.540
11	1	696.720		1.952
11	2	419.702		2.624
11	3	518.779		1.643
11	4	662.192		3.824
11	5	518.455		1.446
11	6	494.736		1.226
11	7	583.847		1.398
11	8	516.149		1.460
11	9	748.319		1.824
11	10	673.871		2.937
11	11	471.736		1.568
11	12	537.517		0.848
11	13	397.759		1.532
11	14	590.057		2.416
11	15	599.184		1.610
11	16	678.604		1.403
11	17	744.718		1.442
11	18	765.534		1.423
11	19	525.224		1.718
11	20	517.472		3.666
11	21	622.352		5.856
11	22	418.617		29.314
11	23	486.577		8.348
11	24	602.362		52.884
12	0	699.079		2.357
12	1	516.793		2.662
12	2	534.040		1.757
12	3	703.392		1.626
12	4	1019.191		7.354
12	5	459.631		1.588
12	6	518.119		1.508
12	7	597.660		1.349
12	8	664.907		1.247
12	9	747.267		3.031
12	10	264.213		21.512
12	11	408.305		1.179
12	12	470.083		0.687
12	13	651.776		1.187
12	14	692.289		2.060
12	15	652.173		1.537
12	16	429.321		3.972
12	17	463.039		2.324
12	18	665.509		1.391
12	19	625.926		1.642
12	20	664.847		3.232
12	21	560.940		4.127
12	22	665.253		5.402
12	23	678.293		2.192
12	24	670.094		1.884
13	0	539.839		1.999
13	1	520.383		1.486
13	2	636.163		1.780
13	3	627.354		1.713
13	4	706.671		3.394
13	5	583.517		1.690
13	6	596.499		1.370
13	7	641.316		1.226
13	8	658.662		1.485
13	9	708.993		1.707
13	10	566.758		2.115
13	11	722.965		1.558
13	12	626.415		0.868
13	13	671.460		1.466
13	14	708.115		2.017
13	15	454.537		1.757
13	16	707.672		1.275
13	17	513.103		1.325
13	18	728.963		1.345
13	19	467.284		1.976
13	20	594.723		3.033
13	21	638.428		8.010
13	22	411.132		13.354
13	23	661.029		3.138
13	24	473.396		7.893
14	0	424.760		1.679
14	1	589.398		1.383
14	2	409.765		2.365
14	3	643.903		1.549
14	4	868.841		6.772
14	5	461.815		1.569
14	6	546.493		1.424
14	7	580.178		1.506
14	8	459.520		1.190
14	9	651.094		2.644
14	10	240.702		8.532
14	11	625.117		1.106
14	12	680.374		0.884
14	13	435.622		1.241
14	14	717.008		1.599
14	15	657.248		1.972
14	16	456.790		2.070
14	17	551.235		2.618
14	18	475.733		1.596
14	19	629.072		1.608
14	20	727.086		2.747
14	21	666.128		3.172
14	22	654.788		2.432
14	23	586.764		2.649
14	24	585.649		2.452
15	0	445.222		2.068
15	1	563.698		1.714
15	2	522.527		4.640
15	3	735.721		1.879
15	4	761.792		4.975
15	5	395.584		1.431
15	6	449.579		1.811
15	7	407.431		1.939
15	8	598.025		1.549
15	9	722.065		1.768
15	10	606.114		2.091
15	11	426.842		2.714
15	12	521.922		0.835
15	13	380.432		2.055
15	14	658.843		1.462
15	15	451.275		1.909
15	16	637.567		1.237
15	17	356.992		2.956
15	18	426.200		1.851
15	19	588.327		1.633
15	20	458.634		4.190
15	21	679.046		4.630
15	22	655.874		4.695
15	23	662.269		3.623
15	24	436.137		8.538
16	0	651.652		4.797
16	1	447.499		1.914
16	2	624.183		3.194
16	3	688.172		1.627
16	4	735.941		5.473
16	5	571.616		1.822
16	6	577.526		1.171
16	7	382.142		2.180
16	8	486.772		1.383
16	9	712.584		1.814
16	10	611.945		2.207
16	11	692.446		1.112
16	12	448.115		0.638
16	13	511.830		1.460
16	14	560.427		1.539
16	15	531.394		3.182
16	16	650.401		1.528
16	17	422.760		4.129
16	18	392.722		5.618
16	19	442.863		2.142
16	20	379.213		10.132
16	21	649.708		4.609
16	22	600.331		3.385
16	23	673.974		2.087
16	24	651.446		2.072
17	0	655.885		2.516
17	1	425.273		2.492
17	2	882.997		8.617
17	3	764.196		3.161
17	4	1062.164		10.267
17	5	742.950		1.567
17	6	542.260		1.358
17	7	501.929		1.839
17	8	677.080		1.689
17	9	704.114		7.187
17	10	637.990		2.070
17	11	332.275		1.566
17	12	413.785		0.895
17	13	665.142		1.844
17	14	578.382		2.071
17	15	740.023		1.596
17	16	633.461		1.319
17	17	575.352		1.417
17	18	592.443		1.365
17	19	495.591		1.772
17	20	649.594		12.693
17	21	651.211		5.262
17	22	403.544		13.185
17	23	769.987		2.457
17	24	563.881		5.573
